qleffertsboulevard84avenuemetropolitanavenuee,S-318422
bswintonavenuesampsonavenuedeweyavenuee,S-154252
qqueensmidtownexpresswaymauriceavenue55roads,S-096621
q23street31drive31roadw,S-979480
blongwoodavenuebeckstreetdawsonstreete,S-317713
q78avenue64street64places,S-127620
q172street84road84avenuee,S-976566
q23street31drive31roade,S-067405
beast206streetperryavenuebainbridgeavenuen,S-195757
byatesavenuebostonroadeastgunhillroade,S-199291
k3avenue14street13streete,S-241853
q24avenue91street90placen,S-086742
kjohnsonavenuebogartstreetmorganavenues,S-268417
keastnewyorkavenueuticaavenueschenectadyavenuen,S-119717
mmadisonavenueeast85streeteast86streete,P-307247
kavenuepeast16streeteast15streetn,S-161021
sslossonavenuewindsorroadnorthgannonavenuew,S-968885
k65streetmcdonaldavenuedahillroadn,P-324479
koceanavenueavenuexavenuewe,P-311575
mmadisonavenueeast85streeteast86streetw,P-307248
keast26streetavenuemavenuene,S-147683
keast87streetflatlandsavenueglenwoodroade,S-200555
q153street75road75avenuew,S-977906
mnorthmoorestreetwestbroadwayvarickstreetn,S-175416
bwashingtonavenue3avenueeast188streetw,S-307782
mnorthmoorestreetwestbroadwayvarickstreets,S-263944
keast87streetflatlandsavenueglenwoodroadw,S-118202
krushstreetwytheavenuekentavenuen,S-204201
klindenboulevardeast42streeteast43streets,S-108339
bwashingtonavenue3avenueeast188streete,S-307783
meast40street5avenuemadisonavenues,P-324854
kbroadwayconwaystreetstewartstreete,S-308105
kparkplacebedfordavenuerogersavenuen,S-986203
qsutphinboulevard88avenuehillsideavenuee,P-273302
qhenleyroadhomelawnstreetkingstonplacen,S-977624
k3avenue*wrdwy34street35streetw,S-319980
qhenleyroadhomelawnstreetkingstonplaces,S-977625
beast176streetclayavenueanthonyavenues,S-962150
kparkplacebedfordavenuerogersavenues,S-986195
beast142streetwalesavenueconcordavenuen,S-098733
qnorthernboulevard72street71streetn,S-082522
qastoriaboulevard35street36streets,S-087195
meast40street5avenuemadisonavenuen,P-300490
scodyplacearthurkillroadlombardcourtw,S-968199
qrooseveltavenue81street80streetn,P-319254
kjeromestreetarlingtonavenuejamaicaavenuew,S-000946
bbergenavenueeast152streeteast153streetw,P-275558
kcypressavenuegreeneavenuebleeckerstreetw,S-123904
kfthamiltonparkway7avenue7avenuen,S-748089
q102street46avenue45avenuee,S-047310
mwest86streetbroadwayamsterdamavenues,P-336614
kavenueceast7streetoceanparkwayn,S-999324
q130streetsutteravenue133avenuew,S-338644
mwest141streetlenoxavenueadamcpowellboulevardn,S-143100
q98street23avenue24avenuee,S-087303
bbergenavenueeast152streeteast153streete,P-275550
kavenuekeast27streeteast26streetn,S-146976
bjeromeavenueevelynplacewest183streetw,S-326547
q102street46avenue45avenuew,S-170449
k9avenue64street63streete,S-136845
bstoryavenuethieriotavenuelelandavenues,S-290572
qditmarsboulevard35street33streetn,P-327707
q98street23avenue24avenuew,S-087308
qnewportavenueb118streetb119streetn,S-128943
kcrookeavenuestpaulsplaceparadeplacen,S-144183
k66street10avenuefthamiltonparkways,S-138768
birvinestreetsenecaavenuegarrisonavenuew,S-996772
knostrandavenuesterlingstreetleffertsavenuew,P-329889
kmermaidavenuewest25streetwest27streetn,S-120392
khegemanavenuevansiclenavenuehendrixstreets,S-017294
qdeerfieldroadbeach28streetbeach29streetn,S-982642
kavenueleast91streeteast92streets,P-302393
bstannsavenuewestchesteravenueeast156streete,S-164075
birvinestreetsenecaavenuegarrisonavenuee,S-996731
kcozineavenueessexstreetlinwoodstreetn,S-038469
katlanticavenueshephardavenueessexstreetn,S-312116
sportrichmondavenuenewstreetvreelandstreete,P-329651
q63streetrooseveltavenuetrimbleroade,P-321361
k66street10avenuefthamiltonparkwayn,S-136826
bmorrisavenuemounthopeplaceeast177streete,S-302703
q34avenueparsonsboulevardunionstreetn,S-095669
qchelseastreethillsideavenuewexfordterracee,S-977715
keast7streetavenuekavenuelw,S-993167
knewjerseyavenueglenmoreavenuepitkinavenuew,S-004595
kcatonavenueeast2streeteast3streets,S-990918
beast167streetrevjamesapoliteavenuehallplaces,S-992724
qnewportavenueb130streetb129streets,S-953843
m3avenueeast93streeteast94streetw,P-261635
kbay32streetbathavenuecropseyavenuew,S-177399
bsheridanexpresswayfreemanstreetwestchesteravenuew,S-229474
q37avenue108street110streets,S-082674
ksouth2streethooperstreetkeapstreets,S-077703
bwillowlanewestchesteravenuebrucknerboulevardn,S-154274
qascanavenueingramstreetjunostreetw,S-169575
kbay32streetbathavenuecropseyavenuee,S-954409
ksouth2streethooperstreetkeapstreetn,S-077700
m3avenueeast93streeteast94streete,P-261625
q73avenue162street164streets,S-978547
q60placemenahanstreetbleeckerstreete,S-126222
shylanboulevardjeffersonavenuehullavenuen,P-299135
kpinestreetcozineavenuewortmanavenuee,S-276897
q10street40avenue41avenuee,S-981067
meast35street1avenuequeensmidtowntunnelentrances,S-311459
q70street49avenue48avenuee,S-035761
bwatsonavenuehavemeyeravenuecrossbronxexpressways,S-284753
keast4streetavenuenryderavenuee,S-993079
kavenuejoceanavenueeast19streetn,S-182922
qmainstreet*wsr72drive73avenuee,P-279186
smapleparkwaywalloonstreetcontinentalplacew,S-170408
q10street40avenue41avenuew,S-296434
keast4streetavenuenryderavenuew,S-993069
q165streetstationroadnorthernboulevardw,S-423356
bwatsonavenuehavemeyeravenuecrossbronxexpresswayn,S-275969
mwest132streetmarginalstreet12avenues,S-025077
meast35street1avenuequeensmidtowntunnelentrancen,S-794608
mstnicholasavenuewest167streetwest166streetw,P-175349
qastoriaboulevard112street112places,S-270568
k7avenue11street10streete,P-326868
kglenwoodroadamersfortplacekenilworthplaces,S-144424
qtrottingcourselanealdertonstreetwoodhavenboulevarde,S-334177
mbankstreetwest4streetwaverlyplaces,S-103734
bdarrowplacebaychesteravenuedarrowplaces,S-965635
kbridgestreetflatbushavenuetillarystreete,S-016845
buniversityavenuewest183streethalloffameterracew,S-197773
shylanboulevardfoxhillterracereynoldsstreetn,S-082318
qqueensmidtownexpressw*ns/r69lane69placen,S-111496
mwashingtonstreetfultonstreetveseystreete,S-106180
breservoiravenueuniversityavenuewest197streetw,S-217606
kstrongplacedegrawstreetkanestreetw,S-194874
mwashingtonstreetwarrenstreetchambersstreete,S-783477
shylanboulevardormsbyavenueholtenavenues,S-195074
qyellowstoneboulevard68roadkesselstreete,S-320060
kleeavenueroeblingstreetwilsonstreete,P-310323
kstrongplacedegrawstreetkanestreete,S-194873
mwashingtonstreetwarrenstreetchambersstreetw,S-783478
kmalcolmxboulevardbainbridgestreetdecaturstreete,S-298217
mbroadwaywest50streetwest49streetw,P-324244
qb39streetdeadendedgemereavenuew,S-107543
mstuyvesantloopnortheast20streeteast20streets,S-170074
qdouglastonparkwayalamedaavenuerushmoreavenuew,S-233439
meast54streetlexingtonavenue3avenuen,P-299188
mstuyvesantloopnortheast20streeteast20streetw,S-170075
